fName,ind,categ,brain_val,activation,mean_act,sd_act,VV
pos_min_24.jpg,24,pos,neg,-229.615778819204,-139.279414640913,70.8678464339152,4.3959
pos_max_25.jpg,25,pos,pos,529.772292289939,435.957101806652,87.7006687270003,4.9879
pos_min_25.jpg,25,pos,neg,-184.104813958549,-139.279414640913,70.8678464339152,4.7813
pos_max_26.jpg,26,pos,pos,432.415136371465,435.957101806652,87.7006687270003,5.3844
pos_min_26.jpg,26,pos,neg,-198.12381760022,-139.279414640913,70.8678464339152,4.982
pos_max_27.jpg,27,pos,pos,494.375634383616,435.957101806652,87.7006687270003,4.769
pos_min_27.jpg,27,pos,neg,-126.881492368538,-139.279414640913,70.8678464339152,4.3479
pos_max_28.jpg,28,pos,pos,364.750165060143,435.957101806652,87.7006687270003,5.1348
pos_min_28.jpg,28,pos,neg,-233.158994793649,-139.279414640913,70.8678464339152,5.1748
pos_max_29.jpg,29,pos,pos,408.932821355315,435.957101806652,87.7006687270003,5.2026
pos_min_29.jpg,29,pos,neg,-211.804438051645,-139.279414640913,70.8678464339152,4.375
pos_max_30.jpg,30,pos,pos,370.830156300871,435.957101806652,87.7006687270003,5.5137
pos_min_30.jpg,30,pos,neg,-249.128642031709,-139.279414640913,70.8678464339152,5.1336
pos_max_31.jpg,31,pos,pos,436.008746901995,435.957101806652,87.7006687270003,4.7429
pos_min_31.jpg,31,pos,neg,-133.503346672533,-139.279414640913,70.8678464339152,4.9002
pos_max_32.jpg,32,pos,pos,523.132688766765,435.957101806652,87.7006687270003,4.5232
pos_min_32.jpg,32,pos,neg,-222.01276069252,-139.279414640913,70.8678464339152,5.4012
pos_max_33.jpg,33,pos,pos,294.02989484551,435.957101806652,87.7006687270003,4.9098
pos_min_33.jpg,33,pos,neg,-112.703118976563,-139.279414640913,70.8678464339152,4.9842
pos_max_34.jpg,34,pos,pos,455.128707861609,435.957101806652,87.7006687270003,4.9672
pos_min_34.jpg,34,pos,neg,-137.865347242118,-139.279414640913,70.8678464339152,4.9828
pos_max_35.jpg,35,pos,pos,329.022598436875,435.957101806652,87.7006687270003,5.5718
pos_min_35.jpg,35,pos,neg,-180.502321128079,-139.279414640913,70.8678464339152,5.8275
pos_max_36.jpg,36,pos,pos,356.956969804105,435.957101806652,87.7006687270003,4.9254
pos_min_36.jpg,36,pos,neg,-218.001790849724,-139.279414640913,70.8678464339152,5.3395
pos_max_37.jpg,37,pos,pos,437.674882987926,435.957101806652,87.7006687270003,5.0957
pos_min_37.jpg,37,pos,neg,-235.260591846567,-139.279414640913,70.8678464339152,5.1139
pos_max_38.jpg,38,pos,pos,444.524796301156,435.957101806652,87.7006687270003,5.6688
pos_min_38.jpg,38,pos,neg,-92.8395204967593,-139.279414640913,70.8678464339152,5.7975
pos_max_39.jpg,39,pos,pos,335.375455930154,435.957101806652,87.7006687270003,5.4224
pos_min_39.jpg,39,pos,neg,-85.6948418927228,-139.279414640913,70.8678464339152,5.5407
pos_max_40.jpg,40,pos,pos,397.918387691252,435.957101806652,87.7006687270003,4.8523
pos_min_40.jpg,40,pos,neg,-104.156129864836,-139.279414640913,70.8678464339152,4.5651
pos_max_41.jpg,41,pos,pos,542.032366899394,435.957101806652,87.7006687270003,5.223
pos_min_41.jpg,41,pos,neg,-171.167384832211,-139.279414640913,70.8678464339152,5.0642
pos_max_42.jpg,42,pos,pos,375.891185824465,435.957101806652,87.7006687270003,4.5985
pos_min_42.jpg,42,pos,neg,-128.272735215387,-139.279414640913,70.8678464339152,4.9634
pos_max_43.jpg,43,pos,pos,473.616190766641,435.957101806652,87.7006687270003,5.2971
pos_min_43.jpg,43,pos,neg,-249.608092890029,-139.279414640913,70.8678464339152,4.9289
pos_max_44.jpg,44,pos,pos,385.414110794945,435.957101806652,87.7006687270003,5.2021
pos_min_44.jpg,44,pos,neg,-245.799466313736,-139.279414640913,70.8678464339152,5.2196
pos_max_45.jpg,45,pos,pos,664.241403643445,435.957101806652,87.7006687270003,5.1466
pos_min_45.jpg,45,pos,neg,-189.136615000079,-139.279414640913,70.8678464339152,4.9563
pos_max_46.jpg,46,pos,pos,331.364087009868,435.957101806652,87.7006687270003,5.2424
pos_min_46.jpg,46,pos,neg,-141.905717298946,-139.279414640913,70.8678464339152,4.6619
pos_max_47.jpg,47,pos,pos,507.210874673073,435.957101806652,87.7006687270003,6.3929
pos_min_47.jpg,47,pos,neg,-137.437441532271,-139.279414640913,70.8678464339152,4.8963
pos_max_48.jpg,48,pos,pos,422.023761825606,435.957101806652,87.7006687270003,4.7104
pos_min_48.jpg,48,pos,neg,-150.748711276486,-139.279414640913,70.8678464339152,4.5179
pos_max_49.jpg,49,pos,pos,440.107768018117,435.957101806652,87.7006687270003,5.0694
pos_min_49.jpg,49,pos,neg,-153.549694818181,-139.279414640913,70.8678464339152,5.2976
mid_max_0.jpg,0,mid,pos,219.332836341743,302.355978662152,125.737306051723,5.1727
mid_min_0.jpg,0,mid,neg,-562.887738541208,-408.155399267692,153.19657666179,5.0607
mid_max_1.jpg,1,mid,pos,169.896138429312,302.355978662152,125.737306051723,5.6315
mid_min_1.jpg,1,mid,neg,-564.573242842129,-408.155399267692,153.19657666179,5.0189
mid_max_2.jpg,2,mid,pos,368.244095480479,302.355978662152,125.737306051723,5.5277
mid_min_2.jpg,2,mid,neg,-299.731813715113,-408.155399267692,153.19657666179,5.4855
mid_max_3.jpg,3,mid,pos,335.143634203673,302.355978662152,125.737306051723,5.1211
mid_min_3.jpg,3,mid,neg,-169.116359276663,-408.155399267692,153.19657666179,5.2988
mid_max_4.jpg,4,mid,pos,96.8198470580846,302.355978662152,125.737306051723,5.2467
mid_min_4.jpg,4,mid,neg,-450.010232759764,-408.155399267692,153.19657666179,5.3865
mid_max_5.jpg,5,mid,pos,322.321842151494,302.355978662152,125.737306051723,5.2664
mid_min_5.jpg,5,mid,neg,-268.207432887738,-408.155399267692,153.19657666179,5.3062
mid_max_6.jpg,6,mid,pos,117.372737938245,302.355978662152,125.737306051723,5.7822
mid_min_6.jpg,6,mid,neg,-374.93058468193,-408.155399267692,153.19657666179,4.9453
mid_max_7.jpg,7,mid,pos,398.527859255546,302.355978662152,125.737306051723,5.4015
mid_min_7.jpg,7,mid,neg,-458.613518172066,-408.155399267692,153.19657666179,5.1544
mid_max_8.jpg,8,mid,pos,150.832973577296,302.355978662152,125.737306051723,5.2762
mid_min_8.jpg,8,mid,neg,-596.216030394117,-408.155399267692,153.19657666179,4.8109
mid_max_9.jpg,9,mid,pos,374.095560049017,302.355978662152,125.737306051723,6.1636
mid_min_9.jpg,9,mid,neg,-216.629925925082,-408.155399267692,153.19657666179,5.6791
mid_max_10.jpg,10,mid,pos,392.038794453545,302.355978662152,125.737306051723,5.6987
mid_min_10.jpg,10,mid,neg,-462.555907364712,-408.155399267692,153.19657666179,5.5043
mid_max_11.jpg,11,mid,pos,267.741216091187,302.355978662152,125.737306051723,5.0031
mid_min_11.jpg,11,mid,neg,-416.275930355489,-408.155399267692,153.19657666179,5.3376
mid_max_12.jpg,12,mid,pos,388.608955795351,302.355978662152,125.737306051723,5.2568
mid_min_12.jpg,12,mid,neg,-589.489234608377,-408.155399267692,153.19657666179,5.2438
mid_max_13.jpg,13,mid,pos,224.409261050713,302.355978662152,125.737306051723,5.4846
mid_min_13.jpg,13,mid,neg,-367.95886832358,-408.155399267692,153.19657666179,5.4552
mid_max_14.jpg,14,mid,pos,445.222858954639,302.355978662152,125.737306051723,4.7862
mid_min_14.jpg,14,mid,neg,-270.799049407297,-408.155399267692,153.19657666179,4.8115
mid_max_15.jpg,15,mid,pos,246.062241157762,302.355978662152,125.737306051723,4.9168
mid_min_15.jpg,15,mid,neg,-238.176845516012,-408.155399267692,153.19657666179,4.9485
mid_max_16.jpg,16,mid,pos,269.431329318253,302.355978662152,125.737306051723,5.3775
mid_min_16.jpg,16,mid,neg,-390.118614718134,-408.155399267692,153.19657666179,5.1861
mid_max_17.jpg,17,mid,pos,162.547174236062,302.355978662152,125.737306051723,5.3522
mid_min_17.jpg,17,mid,neg,-539.27370275631,-408.155399267692,153.19657666179,5.6124
mid_max_18.jpg,18,mid,pos,302.729636819062,302.355978662152,125.737306051723,5.7476
mid_min_18.jpg,18,mid,neg,-427.486039303147,-408.155399267692,153.19657666179,5.1757
mid_max_19.jpg,19,mid,pos,504.758841690942,302.355978662152,125.737306051723,5.6588
mid_min_19.jpg,19,mid,neg,-289.477129791987,-408.155399267692,153.19657666179,5.1059
mid_max_20.jpg,20,mid,pos,206.611872587817,302.355978662152,125.737306051723,5.04
mid_min_20.jpg,20,mid,neg,-349.359424752732,-408.155399267692,153.19657666179,4.9337
mid_max_21.jpg,21,mid,pos,231.868220151142,302.355978662152,125.737306051723,4.5255
mid_min_21.jpg,21,mid,neg,-582.573943007921,-408.155399267692,153.19657666179,4.8551
mid_max_22.jpg,22,mid,pos,357.66446068913,302.355978662152,125.737306051723,4.6283
mid_min_22.jpg,22,mid,neg,-365.301813096758,-408.155399267692,153.19657666179,4.6718
mid_max_23.jpg,23,mid,pos,67.2612096054802,302.355978662152,125.737306051723,4.7939
mid_min_23.jpg,23,mid,neg,-481.483359834806,-408.155399267692,153.19657666179,4.847
mid_max_24.jpg,24,mid,pos,539.490027108379,302.355978662152,125.737306051723,5.0699
mid_min_24.jpg,24,mid,neg,-399.365918135381,-408.155399267692,153.19657666179,5.3621
mid_max_25.jpg,25,mid,pos,305.7478878731,302.355978662152,125.737306051723,5.3039
mid_min_25.jpg,25,mid,neg,-708.174251225385,-408.155399267692,153.19657666179,4.9735
mid_max_26.jpg,26,mid,pos,231.739529527468,302.355978662152,125.737306051723,5.4173
mid_min_26.jpg,26,mid,neg,-436.844925469246,-408.155399267692,153.19657666179,5.2621
mid_max_27.jpg,27,mid,pos,299.695517129877,302.355978662152,125.737306051723,5.0354
mid_min_27.jpg,27,mid,neg,-496.352377427402,-408.155399267692,153.19657666179,4.3539
mid_max_28.jpg,28,mid,pos,333.579636169873,302.355978662152,125.737306051723,5.4404
mid_min_28.jpg,28,mid,neg,-546.734128161589,-408.155399267692,153.19657666179,4.9095
mid_max_29.jpg,29,mid,pos,438.027038164,302.355978662152,125.737306051723,5.5121
mid_min_29.jpg,29,mid,neg,-312.45596729494,-408.155399267692,153.19657666179,4.4776
mid_max_30.jpg,30,mid,pos,156.614265838182,302.355978662152,125.737306051723,4.4372
mid_min_30.jpg,30,mid,neg,-614.318806470824,-408.155399267692,153.19657666179,4.8122
mid_max_31.jpg,31,mid,pos,218.195520183991,302.355978662152,125.737306051723,5.3004
mid_min_31.jpg,31,mid,neg,-564.682838591043,-408.155399267692,153.19657666179,5.1021
mid_max_32.jpg,32,mid,pos,524.398190089509,302.355978662152,125.737306051723,4.218
mid_min_32.jpg,32,mid,neg,-168.887500670589,-408.155399267692,153.19657666179,4.9838
mid_max_33.jpg,33,mid,pos,294.737650615068,302.355978662152,125.737306051723,5.2743
mid_min_33.jpg,33,mid,neg,-137.652579867258,-408.155399267692,153.19657666179,4.9183
mid_max_34.jpg,34,mid,pos,414.259101781158,302.355978662152,125.737306051723,5.2695
mid_min_34.jpg,34,mid,neg,-391.108064521484,-408.155399267692,153.19657666179,5.3379
mid_max_35.jpg,35,mid,pos,465.016023448312,302.355978662152,125.737306051723,4.7161
mid_min_35.jpg,35,mid,neg,-260.905479604316,-408.155399267692,153.19657666179,5.2182
mid_max_36.jpg,36,mid,pos,136.888097298036,302.355978662152,125.737306051723,5.5841
mid_min_36.jpg,36,mid,neg,-500.187132834597,-408.155399267692,153.19657666179,4.6566
mid_max_37.jpg,37,mid,pos,379.950784479389,302.355978662152,125.737306051723,4.8821
mid_min_37.jpg,37,mid,neg,-358.577115940739,-408.155399267692,153.19657666179,4.6203
mid_max_38.jpg,38,mid,pos,391.395569399739,302.355978662152,125.737306051723,5.7974
mid_min_38.jpg,38,mid,neg,-207.582627824004,-408.155399267692,153.19657666179,6.2501
mid_max_39.jpg,39,mid,pos,258.275191070838,302.355978662152,125.737306051723,5.3156
mid_min_39.jpg,39,mid,neg,-177.840119143949,-408.155399267692,153.19657666179,5.4762
mid_max_40.jpg,40,mid,pos,478.477427068734,302.355978662152,125.737306051723,4.4973
mid_min_40.jpg,40,mid,neg,-599.390878180998,-408.155399267692,153.19657666179,4.4514
mid_max_41.jpg,41,mid,pos,460.686097962465,302.355978662152,125.737306051723,5.5573
mid_min_41.jpg,41,mid,neg,-68.8267268337195,-408.155399267692,153.19657666179,5.4615
mid_max_42.jpg,42,mid,pos,134.713499589504,302.355978662152,125.737306051723,5.3419
mid_min_42.jpg,42,mid,neg,-544.333329055643,-408.155399267692,153.19657666179,5.0667
mid_max_43.jpg,43,mid,pos,462.190706608867,302.355978662152,125.737306051723,6.2034
mid_min_43.jpg,43,mid,neg,-445.198092538636,-408.155399267692,153.19657666179,5.6244
mid_max_44.jpg,44,mid,pos,292.329347573782,302.355978662152,125.737306051723,5.1643
mid_min_44.jpg,44,mid,neg,-577.027725410845,-408.155399267692,153.19657666179,5.2936
mid_max_45.jpg,45,mid,pos,307.46749217799,302.355978662152,125.737306051723,4.8678
mid_min_45.jpg,45,mid,neg,-119.412762773969,-408.155399267692,153.19657666179,4.8871
mid_max_46.jpg,46,mid,pos,330.122705611935,302.355978662152,125.737306051723,5.2856
mid_min_46.jpg,46,mid,neg,-525.512470495536,-408.155399267692,153.19657666179,5.0219
mid_max_47.jpg,47,mid,pos,438.352496513315,302.355978662152,125.737306051723,5.002
mid_min_47.jpg,47,mid,neg,-500.289492778394,-408.155399267692,153.19657666179,5.2818
mid_max_48.jpg,48,mid,pos,80.5575192416892,302.355978662152,125.737306051723,5.1122
mid_min_48.jpg,48,mid,neg,-531.433818670484,-408.155399267692,153.19657666179,5.3301
mid_max_49.jpg,49,mid,pos,125.348013496426,302.355978662152,125.737306051723,5.2022
mid_min_49.jpg,49,mid,neg,-483.428091430559,-408.155399267692,153.19657666179,4.5156
